"Name";"Level";"Casting Time";"Duration";"School";"Ritual";"Range";"Components";"Classes";"Optional/Variant Classes";"Subclasses";"Text"
"Szum Synaptyczny";"5";"Akcja";"Natychmiastowy";"Uroków";"False";"36m (24)";"W, S";"Bard, Sorcerer, Warlock, Wizard";"";"";"Powodujesz wybuch energii psychicznej w punkcie znajdującym się w zasięgu. Każda istota w Sferze o promieniu 6 m (4) skupiona na tym punkcie wykonuje rzut obronny na Inteligencję, otrzymując 8 d6 obrażeń psychicznych w przypadku nieudanego rzutu obronnego lub o połowę mniej obrażeń w przypadku udanego rzutu obronnego. W tym czasie odejmuje 1d6 od wszystkich rzutów ataku i testów umiejętności, a także od wszystkich rzutów obronnych na Wytrzymałość, aby utrzymać Koncentrację. Cel wykonuje rzut obronny na inteligencję na koniec każdej swojej tury, kończąc efekt na sobie w przypadku sukcesu."
"Bulgoczący Kocioł Tashy";"6";"Akcja";"10 min.";"Przywoływania";"False";"1,5m (1)";"W, S, M (pozłacana chochla warta 500 + GP)";"Warlock, Wizard";"";"";"Wyczarowujesz kociołek z pazurami wypełniony bulgoczącym płynem. Kociołek pojawia się w niezajętym miejscu na ziemi w promieniu 1,5 m (1) od ciebie i działa przez cały czas trwania zaklęcia. Kociołek nie może zostać przeniesiony i znika po zakończeniu działania zaklęcia wraz z bulgoczącym płynem w jego wnętrzu. Płyn w kociołku powiela właściwości wybranej przez ciebie zwykłej lub niezwykłej mikstury (np. mikstury leczenia). Jako akcję premiową, ty lub sojusznik możecie sięgnąć do kociołka i wyciągnąć jeden eliksir tego rodzaju. Mikstura znajduje się w fiolce, która znika po jej spożyciu. Kociołek może wyprodukować liczbę takich mikstur równą modyfikatorowi umiejętności rzucania czarów (minimum 1). Kiedy ostatnia z tych mikstur zostanie wyciągnięta z kociołka, kociołek znika, a zaklęcie kończy się. Mikstury uzyskane z kociołka, które nie zostały zużyte, znikają po ponownym rzuceniu tego zaklęcia."
"Żrący Napój Tashy";"1";"Akcja";"Koncentracja, do 1 min.";"Wywoływania";"False";"Na siebie";"W, S, M (trochę zepsutego jedzenia)";"Artificer";"Sorcerer, Wizard";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight), Wizard (Evoker)";"Strumień kwasu emanuje z ciebie w linii o długości 9 m (6) i szerokości 1,5 m (1) w wybranym przez ciebie kierunku. Każda istota w linii musi wykonać rzut obronny na Zręczność lub zostać pokryta kwasem przez cały czas trwania zaklęcia lub do momentu, gdy istota użyje swojej akcji, aby zeskrobać lub zmyć kwas z siebie lub innej istoty. Istota pokryta kwasem otrzymuje 2d4 obrażeń od kwasu na początku każdej swojej tury.

Na wyższych poziomach: Na wyższych poziomach. Kiedy rzucasz to zaklęcie używając slotu zaklęć 2. poziomu lub wyższego, obrażenia wzrastają o 2d4 za każdy slot powyżej 1. poziomu."
"Ohydny śmiech Tashy";"1";"Akcja";"Koncentracja, do 1 min.";"Uroków";"False";"9m (6)";"W, S, M (tarta i piórko)";"Bard, Warlock, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight), Warlock (Great Old One)";"Jedna wybrana przez ciebie istota, którą widzisz w zasięgu, wykonuje rzut obronny Mądrości. W przypadku nieudanego rzutu obronnego, istota ta przez cały czas trwania testu znajduje się w stanie Prone i Incapacitated. W tym czasie śmieje się w niekontrolowany sposób, jeśli jest zdolna do śmiechu, i nie może zakończyć stanu Prone na sobie. Pod koniec każdej swojej tury i za każdym razem, gdy otrzyma obrażenia, wykonuje kolejny rzut na Mądrość. Cel ma przewagę w rzucie obronnym, jeśli jest on wywołany obrażeniami. W przypadku udanego rzutu, zaklęcie wygasa.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Możesz obrać za cel jedną dodatkową istotę za każdy slot zaklęć na poziomie wyższym niż 1."
"Mentalny Bicz Tashy";"2";"Akcja";"1 runda";"Uroków";"False";"27m (18)";"W";"";"Sorcerer, Wizard";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight)";"Rzucasz się psychicznie na jedną istotę, którą widzisz w zasięgu. Cel musi wykonać rzut obronny na inteligencję. W przypadku nieudanego rzutu obronnego, cel otrzymuje 3d6 obrażeń psychicznych i nie może zareagować do końca swojej następnej tury. Co więcej, w swojej następnej turze musi wybrać, czy otrzyma ruch, akcję, czy dodatkową akcję; otrzyma tylko jedną z trzech. Po udanym rzucie obronnym cel otrzymuje o połowę mniej obrażeń i nie odczuwa żadnych innych efektów zaklęcia.

Na wyższych poziomach: Na wyższych poziomach. Kiedy rzucasz to zaklęcie używając slotu zaklęć 3. poziomu lub wyższego, możesz obrać za cel jedną dodatkową istotę za każdy slot na poziomie wyższym niż 2. Stworzenia muszą znajdować się w odległości 9 m (6) od siebie, kiedy je namierzasz."
"Nieziemskie przebranie Tashy";"6";"Akcja dodatkowa";"Koncentracja, do 1 min.";"Przemiany";"False";"Na siebie";"W, S, M (przedmiot z wygrawerowanym symbolem Zewnętrznych Płaszczyzn o wartości co najmniej 500 gp)";"";"Sorcerer, Warlock, Wizard";"";"Wypowiadając zaklęcie, korzystasz z magii niższych lub wyższych planów (do wyboru), aby się przemienić. Do końca działania zaklęcia zyskujesz następujące korzyści:Jesteś odporny na obrażenia od ognia i trucizny (Dolne Planety) lub obrażenia od promieniowania i nekrotyczne (Górne Planety).Jesteś odporny na stan zatrucia (Dolne Planety) lub stan zauroczenia (Górne Planety).Na twoich plecach pojawiają się widmowe skrzydła, dzięki którym możesz latać z prędkością 12 m (8).Masz premię +2 do AC.Wszystkie twoje ataki bronią są magiczne, a kiedy wykonujesz atak bronią, możesz użyć modyfikatora umiejętności rzucania czarów, zamiast Siły lub Zręczności, do rzutów ataku i obrażeń.Możesz zaatakować dwa razy, zamiast raz, kiedy wykonujesz akcję ataku w swojej turze. Ignorujesz tę korzyść, jeśli posiadasz już cechę, taką jak Dodatkowy Atak, która pozwala ci atakować więcej niż raz podczas wykonywania akcji Ataku w swojej turze."
"Telekineza";"5";"Akcja";"Koncentracja, do 10 min.";"Przemiany";"False";"18m (12)";"W, S";"Sorcerer, Wizard";"";"Sorcerer (Aberrant Mind), Sorcerer (Aberrant), Warlock (Great Old One), Fighter (Psi Warrior)";"Zyskujesz zdolność poruszania lub manipulowania stworzeniami lub przedmiotami za pomocą myśli. Podczas rzucania zaklęcia i jako akcję magiczną w późniejszych turach przed zakończeniem działania zaklęcia, możesz wywrzeć swoją wolę na jednym stworzeniu lub obiekcie, który widzisz w zasięgu, wywołując odpowiedni efekt opisany poniżej. Możesz oddziaływać na ten sam cel runda po rundzie lub wybrać nowy w dowolnym momencie. Jeśli zmienisz cel, poprzedni cel nie będzie już pod wpływem zaklęcia. Stworzenie. Możesz spróbować poruszyć ogromne lub mniejsze stworzenie. Cel musi odnieść sukces w rzucie obronnym na Siłę, w przeciwnym razie przesuniesz go o maksymalnie 9 m (6) w dowolnym kierunku w zasięgu zaklęcia. Do końca twojej następnej tury istota ma stan Skrępowania, a jeśli uniesiesz ją w powietrze, zostanie tam zawieszona. Spada na koniec twojej następnej tury, chyba że ponownie użyjesz tej opcji i nie uda mu się uratować. Obiekt. Możesz spróbować przesunąć DUŻY lub mniejszy przedmiot. Jeśli obiekt nie jest noszony, automatycznie przesuniesz go na odległość do 9 m (6) w dowolnym kierunku w zasięgu zaklęcia. Jeśli obiekt jest noszony przez istotę, musi ona wykonać rzut obronny na Siłę, w przeciwnym razie odciągniesz obiekt i przesuniesz go na odległość do 9 m (6) w dowolnym kierunku w zasięgu zaklęcia.Za pomocą telekinetycznego chwytu możesz precyzyjnie kontrolować przedmioty, np. manipulować prostym narzędziem, otwierać drzwi lub pojemnik, chować lub wyjmować przedmiot z otwartego pojemnika lub przelewać zawartość fiolki."
"Telepatia";"8";"Akcja";"24 godz.";"Wieszczenia";"False";"Nieograniczony";"W, S, M (para połączonych srebrnych pierścionków)";"Wizard";"";"Wizard (Diviner)";"Tworzysz telepatyczne połączenie między sobą a wybraną istotą, z którą jesteś zaznajomiony. Istota ta może znajdować się w dowolnym miejscu na tej samej płaszczyźnie egzystencji co ty. Zaklęcie kończy się, gdy ty lub cel nie znajdujecie się już na tej samej płaszczyźnie. Do czasu zakończenia zaklęcia ty i cel możecie natychmiast dzielić się słowami, obrazami, dźwiękami i innymi komunikatami sensorycznymi za pośrednictwem połączenia, a cel rozpoznaje cię jako istotę, z którą się komunikuje. Zaklęcie umożliwia istocie zrozumienie znaczenia twoich słów i wszelkich wiadomości sensorycznych, które do niej wysyłasz."
"Teleport";"7";"Akcja";"Natychmiastowy";"Przywoływania";"False";"3m (2)";"W";"Bard, Sorcerer, Wizard";"";"";"To zaklęcie natychmiast przenosi ciebie i maksymalnie osiem chętnych istot, które widzisz w zasięgu, lub pojedynczy obiekt, który widzisz w zasięgu, do wybranego miejsca docelowego. Jeśli celujesz w obiekt, musi on być duży lub mniejszy i nie może być trzymany ani niesiony przez niechętną istotę. Wybrane miejsce docelowe musi być ci znane i znajdować się na tej samej płaszczyźnie egzystencji co ty. Twoja znajomość miejsca docelowego określa, czy dotrzesz tam pomyślnie. DM rzuca 1d100 i sprawdza tabelę wyników teleportacji oraz objaśnienia po niej.Wynik teleportacjiZnajomośćNiepowodzeniePodobny obszarPoza celemNa celuTrwały krąg---01-00Powiązany obiekt---01-00Bardzo znajome01-0506-1314-2425-00Widziane przypadkowo01-3334-4344-5354-00Widziane raz lub opisane01-4344-5354-7374-00Fałszywe miejsce docelowe01-5051-00--Znajomość. Oto znaczenie terminów w kolumnie ""Znajomość"" w tabeli: ""Stały krąg"" oznacza stały krąg teleportacyjny, którego sekwencję sigili znasz. ""Powiązany przedmiot"" oznacza, że posiadasz przedmiot zabrany z wybranego miejsca docelowego w ciągu ostatnich sześciu miesięcy, taki jak książka z biblioteki czarodzieja.""Bardzo znajome"" to miejsce, które często odwiedzałeś, miejsce, które dokładnie przestudiowałeś lub miejsce, które możesz zobaczyć po rzuceniu zaklęcia. ""Widziane przypadkowo"" to miejsce, które widziałeś więcej niż raz, ale z którym nie jesteś zbyt dobrze zaznajomiony. ""Widziane raz lub opisane"" to miejsce, które widziałeś raz, być może przy użyciu magii, lub miejsce, które znasz z opisu innej osoby, być może z mapy. ""Fałszywe miejsce docelowe"" to miejsce, które nie istnieje. Być może próbowałeś zeskanować sanctum wroga, ale zamiast tego zobaczyłeś iluzję lub próbujesz teleportować się do miejsca, które już nie istnieje. Błąd. Nieprzewidywalna magia zaklęcia skutkuje trudną podróżą. Każda teleportująca się istota (lub obiekt docelowy) otrzymuje 3d10 obrażeń od Siły, a DM ponownie rzuca na stół, aby zobaczyć, gdzie skończysz (może wystąpić wiele wpadek, zadając obrażenia za każdym razem). Podobny obszar. Ty i twoja grupa (lub obiekt docelowy) pojawiacie się w innym obszarze, który jest wizualnie lub tematycznie podobny do obszaru docelowego. Pojawiasz się w najbliższym podobnym miejscu. Jeśli na przykład zmierzasz do swojego domowego laboratorium, możesz pojawić się w laboratorium innej osoby w tym samym mieście. Poza celem. Ty i twoja grupa (lub obiekt docelowy) pojawiacie się 2d12 mil od celu w losowym kierunku. Rzuć 1d8 dla kierunku: 1, wschód; 2, południowy wschód; 3, południe; 4, południowy zachód; 5, zachód; 6, północny zachód; 7, północ; lub 8, północny wschód. Na celowniku. Ty i twoja grupa (lub obiekt docelowy) pojawiacie się tam, gdzie zamierzaliście."
"Krąg teleportacyjny";"5";"1 Min.";"1 runda";"Przywoływania";"False";"3m (2)";"W, M (rzadkie atramenty o wartości 50+ GP, które zużywa zaklęcie)";"Bard, Sorcerer, Warlock, Wizard";"";"Ranger (Horizon Walker)";"Rzucając zaklęcie, rysujesz na ziemi okrąg o promieniu 1,5 m (1), na którym wypisane są sigile łączące twoją lokalizację z wybranym przez ciebie stałym kręgiem teleportacyjnym, którego sekwencję sigili znasz i który znajduje się na tej samej płaszczyźnie egzystencji co ty. Lśniący portal otwiera się w obrębie wylosowanego okręgu i pozostaje otwarty do końca twojej następnej tury. Każda istota, która wejdzie do portalu, natychmiast pojawi się w odległości 1,5 m (1) od okręgu docelowego lub w najbliższej niezajętej przestrzeni, jeśli jest ona zajęta.Wiele głównych świątyń, gildii i innych ważnych miejsc ma stałe kręgi teleportacyjne. Każdy krąg zawiera unikalną sekwencję sigili - ciąg run ułożonych w określony wzór. Kiedy po raz pierwszy zyskujesz zdolność rzucania tego zaklęcia, uczysz się sekwencji sigili dla dwóch miejsc docelowych na Płaszczyźnie Materialnej, określonych przez DM. Możesz nauczyć się dodatkowych sekwencji sigili podczas swoich przygód. Możesz zapamiętać nową sekwencję sigili po studiowaniu jej przez 1 minutę. Możesz stworzyć stały krąg teleportacyjny, rzucając to zaklęcie w tym samym miejscu każdego dnia przez 365 dni."
"Świątynia Bogów";"7";"1 Hr.";"24 godz.";"Przywoływania";"False";"36m (24)";"W, S, M (święty symbol o wartości co najmniej 5 gp)";"";"Cleric";"Sorcerer (Divine Soul)";"Powodujesz, że świątynia zaczyna migotać na widocznym terenie. Świątynia musi zmieścić się w niezajętym sześcianie przestrzeni, do 36 m (24) z każdej strony. Świątynia pozostaje do końca działania zaklęcia. Jest ona poświęcona dowolnemu bogu, panteonowi lub filozofii reprezentowanej przez święty symbol użyty podczas rzucania zaklęcia. Ty podejmujesz wszelkie decyzje dotyczące wyglądu świątyni. Wnętrze jest otoczone podłogą, ścianami i dachem, z jednymi drzwiami zapewniającymi dostęp do wnętrza i dowolną liczbą okien. Wnętrze świątyni to otwarta przestrzeń z bożkiem lub ołtarzem na jednym końcu. Ty decydujesz, czy świątynia jest oświetlona i czy jest to jasne, czy słabe światło. Zapach palącego się kadzidła wypełnia powietrze, a temperatura jest łagodna. Świątynia sprzeciwia się typom stworzeń, które wybierzesz podczas rzucania tego zaklęcia. Wybierz jedną lub więcej z następujących istot: istoty niebiańskie, żywiołaki, fey, diabły lub nieumarli. Jeśli istota wybranego typu spróbuje wejść do świątyni, musi wykonać rzut obronny na Charyzmę. W przypadku nieudanego rzutu nie może wejść do świątyni przez 24 godziny. Nawet jeśli istota może wejść do świątyni, magia, która się tam znajduje, utrudnia jej to; za każdym razem, gdy wykonuje rzut ataku, test umiejętności lub rzut obronny wewnątrz świątyni, musi rzucić d4 i odjąć wyrzuconą liczbę od rzutu d20. Ponadto czujniki stworzone przez zaklęcia wróżbiarskie nie mogą pojawić się wewnątrz świątyni, a istoty w niej nie mogą być celem zaklęć wróżbiarskich.Wreszcie, za każdym razem, gdy jakakolwiek istota w świątyni odzyskuje punkty wytrzymałości w wyniku zaklęcia 1. poziomu lub wyższego, istota ta odzyskuje dodatkowe punkty wytrzymałości równe modyfikatorowi Mądrości (minimum 1 punkt wytrzymałości).Świątynia jest wykonana z nieprzezroczystej magicznej siły, która rozciąga się do Płaszczyzny Eterycznej, blokując w ten sposób eteryczne podróże do wnętrza świątyni. Nic nie może fizycznie przejść przez zewnętrzną część świątyni. Nie można jej rozproszyć za pomocą magii rozproszenia, a pole antymagiczne nie ma na nią wpływu. Zaklęcie dezintegracji natychmiast niszczy świątynię. Rzucanie tego zaklęcia w to samo miejsce każdego dnia przez rok sprawia, że efekt ten jest trwały."
"Pływający dysk Tensera";"1";"Akcja";"1 godz.";"Przywoływania";"True";"9m (6)";"W, S, M (kropla rtęci)";"Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight)";"Zaklęcie to tworzy okrągłą, poziomą płaszczyznę siły o średnicy 0,9 m (0) i grubości 1 cala, która unosi się 0,9 m (0) nad ziemią w wybranym przez ciebie niezamieszkanym miejscu, które widzisz w swoim zasięgu. Dysk pozostaje przez cały czas i może utrzymać do 500 funtów. Jeśli umieścisz na nim większy ciężar, zaklęcie wygaśnie, a wszystko na dysku spadnie na ziemię. Dysk jest nieruchomy, gdy znajdujesz się w odległości 6 m (4) od niego. Jeśli oddalisz się od niego na więcej niż 6 m (4), dysk podąży za tobą, pozostając w odległości 6 m (4) od ciebie. Dysk może poruszać się po nierównym terenie, w górę lub w dół po schodach, zboczach i tym podobnych, ale nie może pokonywać wzniesień o wysokości 3 m (2) lub większej. Na przykład, dysk nie może przemieścić się przez dół o głębokości 3 m (2), ani nie może opuścić takiego dołu, jeśli został utworzony na dnie. Jeśli oddalisz się od dysku na więcej niż 30 m (20) (zazwyczaj dlatego, że nie może on ominąć przeszkody, aby za tobą podążać), zaklęcie kończy się."
"Transformacja Tensera";"6";"Akcja";"Koncentracja, do 10 min.";"Przemiany";"False";"Na siebie";"W, S, M (kilka włosów z byka)";"";"Wizard";"";"Otrzymujesz wytrzymałość i sprawność bojową napędzane magią. Dopóki zaklęcie nie wygaśnie, nie możesz rzucać zaklęć i zyskujesz następujące korzyści:Zyskujesz 50 tymczasowych punktów wytrzymałości. Jeśli którekolwiek z nich pozostaną po zakończeniu zaklęcia, zostaną utracone.Masz przewagę w rzutach ataku wykonywanych bronią prostą i bojową.Kiedy trafisz cel atakiem z broni, cel ten otrzymuje dodatkowe 2 d12 obrażeń od siły.Masz biegłość we wszystkich pancerzach, tarczach, broni prostej i bojowej.Masz biegłość w rzutach obronnych na Siłę i Wytrzymałość.Możesz zaatakować dwa razy, zamiast raz, kiedy wykonujesz akcję Atak w swojej turze. Ignorujesz tę korzyść, jeśli posiadasz już cechę, taką jak Dodatkowy Atak, która daje ci dodatkowe ataki.Natychmiast po zakończeniu zaklęcia musisz wykonać rzut obronny na Wytrzymałość o ST 15 lub doznać jednego poziomu wyczerpania."
"Taumaturgia";"0";"Akcja";"1 min.";"Przemiany";"False";"9m (6)";"W";"Cleric";"";"Bard (Lore), Sorcerer (Divine Soul)";"Manifestujesz pomniejszy cud w swoim zasięgu. Tworzysz jeden z poniższych efektów w swoim zasięgu. Jeśli rzucisz to zaklęcie wielokrotnie, możesz mieć jednocześnie aktywne maksymalnie trzy z jego 1-minutowych efektów. Zmienione Oczy. Zmieniasz wygląd swoich oczu na 1 minutę. Buczący Głos. Twój głos staje się do trzech razy głośniejszy niż normalnie przez 1 minutę. Przez ten czas masz przewagę w testach Charyzmy (Zastraszanie). Ognista Gra. Sprawiasz, że płomienie migoczą, rozjaśniają się, przygasają lub zmieniają kolor na 1 minutę. Niewidzialna Ręka. Natychmiastowo sprawiasz, że niezamknięte drzwi lub okno otwierają się lub zatrzaskują. Fantomowy Dźwięk. Tworzysz natychmiastowy dźwięk pochodzący z wybranego przez ciebie punktu w zasięgu, taki jak huk grzmotu, krzyk kruka lub złowieszcze szepty. Drżenie. Powodujesz nieszkodliwe drżenie ziemi przez 1 minutę."
"Cierniowy Bicz";"0";"Akcja";"Natychmiastowy";"Przemiany";"False";"9m (6)";"W, S, M (łodyga rośliny z kolcami)";"Druid";"";"Druid (Land), Bard (Lore), Cleric (Nature)";"Tworzysz przypominający winorośl bicz pokryty kolcami, który na twoje polecenie uderza w istotę znajdującą się w zasięgu. Wykonaj atak zaklęciem w walce wręcz przeciwko celowi. W przypadku trafienia cel otrzymuje 1d6 obrażeń kłutych, a jeśli jest duży lub mniejszy, możesz przyciągnąć go do 3 m (2) bliżej siebie.

Na wyższych poziomach: Ulepszenie czaru. Obrażenia wzrastają o 1d6 po osiągnięciu poziomów 5 (2d6), 11 (3d6) i 17 (4d6)."
"Krok Grzmotu";"3";"Akcja";"Natychmiastowy";"Przywoływania";"False";"27m (18)";"W";"";"Sorcerer, Warlock, Wizard";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight)";"Teleportujesz się do niezajętej przestrzeni, którą widzisz w swoim zasięgu. Natychmiast po zniknięciu rozlega się grzmot, a każda istota w promieniu 3 m (2) od miejsca, które opuściłeś, musi wykonać rzut obronny na Wytrzymałość, otrzymując 3d10 obrażeń od grzmotu w przypadku nieudanego rzutu obronnego lub o połowę mniej obrażeń w przypadku udanego rzutu obronnego. Grzmot może być słyszalny z odległości do 90 m (60). Możesz przenosić przedmioty, o ile ich waga nie przekracza tego, co możesz unieść. Możesz także teleportować jedną chętną istotę twojego rozmiaru lub mniejszą, która niesie ekwipunek o maksymalnej nośności. Stworzenie musi znajdować się w promieniu 1,5 m (1) od ciebie, gdy rzucasz to zaklęcie, a w promieniu 1,5 m (1) od miejsca docelowego musi znajdować się wolna przestrzeń, w której stworzenie może się pojawić; w przeciwnym razie stworzenie zostanie pozostawione.

Na wyższych poziomach: Na wyższych poziomach. Kiedy rzucasz to zaklęcie używając slotu zaklęć 4. poziomu lub wyższego, obrażenia wzrastają o 1d10 za każdy slot powyżej 3. poziomu."
"Grzmot";"0";"Akcja";"Natychmiastowy";"Wywoływania";"False";"Na siebie";"S";"Bard, Druid, Sorcerer, Warlock, Wizard";"";"Rogue (Arcane Trickster), Druid (Land), Bard (Lore), Fighter (Eldritch Knight), Wizard (Evoker), Cleric (Nature)";"Każda istota znajdująca się w promieniu 1,5 m (1) Emanacji pochodzącej od ciebie musi wykonać rzut obronny na Wytrzymałość lub otrzymać 1 d6 obrażeń od błyskawic. Grzmiący dźwięk zaklęcia jest słyszalny w odległości do 30 m (20).

Na wyższych poziomach: Ulepszenie zaklęcia. Obrażenia wzrastają o 1d6 po osiągnięciu poziomów 5 (2d6), 11 (3d6) i 17 (4d6)."
"Gromki cios";"1";"Akcja dodatkowa";"Natychmiastowy";"Wywoływania";"False";"Na siebie";"W";"Paladin";"";"";"Twoje uderzenie rozbrzmiewa grzmotem, który jest słyszalny w promieniu 90 m (60) od ciebie, a cel otrzymuje dodatkowe 2 d6 pkt. obrażeń od grzmotu. Dodatkowo, jeśli celem ataku jest stworzenie, musi ono wykonać udany rzut obronny na Siłę lub zostanie odepchnięte na odległość 3 m (2) od ciebie i otrzyma stan Prone.

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Obrażenia wzrastają o 1d6 za każdy poziom slotu zaklęć powyżej 1."
"Fala Piorunów";"1";"Akcja";"Natychmiastowy";"Wywoływania";"False";"Na siebie";"W, S";"Bard, Druid, Sorcerer, Wizard";"";"Rogue (Arcane Trickster), Artificer (Armorer), Artificer (Artillerist), Druid (Sea), Bard (Lore), Fighter (Eldritch Knight), Wizard (Evoker), Cleric (Tempest), Warlock (Fathomless), Warlock (Genie (Djinni))";"Uwalniasz falę grzmiącej energii. Każda istota w sześcianie o promieniu 4,5 m (3) od ciebie wykonuje rzut obronny na Wytrzymałość. Jeśli rzut się nie powiedzie, istota otrzyma 2 d8 obrażeń od błyskawic i zostanie odepchnięta na odległość 3 m (2) od ciebie. W przypadku udanego rzutu obronnego, istota otrzymuje tylko połowę obrażeń. Dodatkowo, niezabezpieczone obiekty, które znajdują się w całości w Sześcianie, zostają odepchnięte na odległość 3 m (2) od ciebie, a grzmiący huk jest słyszalny w promieniu 90 m (60).

Na wyższych poziomach: Użycie slotu na zaklęcie wyższego poziomu. Obrażenia wzrastają o 1d8 za każdy slot zaklęć na poziomie wyższym niż 1."
"Fala pływowa";"3";"Akcja";"Natychmiastowy";"Przywoływania";"False";"36m (24)";"W, S, M (kropla wody)";"";"Druid, Sorcerer, Wizard";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight)";"Wyczarowujesz falę wody, która spada na obszar w twoim zasięgu. Obszar ten może mieć do 9 m (6) długości, do 3 m (2) szerokości i do 3 m (2) wysokości. Każda istota na tym obszarze musi wykonać rzut obronny na Zręczność. W przypadku nieudanego rzutu obronnego, istota otrzymuje 4d8 obrażeń od obrażeń kłutych i zostaje powalona na ziemię. W przypadku udanego rzutu obronnego, istota otrzymuje o połowę mniej obrażeń i nie zostaje powalona na ziemię. Woda rozprzestrzenia się po ziemi we wszystkich kierunkach, gasząc niezabezpieczone płomienie na swoim obszarze i w promieniu 9 m (6) od niej, a następnie znika."
"Zatrzymanie czasu";"9";"Akcja";"Natychmiastowy";"Przemiany";"False";"Na siebie";"W";"Sorcerer, Wizard";"";"";"Na krótko zatrzymujesz upływ czasu dla wszystkich oprócz siebie. Czas nie płynie dla innych stworzeń, a ty wykonujesz 1d4 + 1 tur z rzędu, podczas których możesz używać akcji i poruszać się normalnie. Zaklęcie to kończy się, jeśli jedna z akcji, których użyjesz w tym okresie, lub jakiekolwiek efekty, które stworzysz podczas tego okresu, wpłyną na istotę inną niż ty lub przedmiot noszony lub przenoszony przez kogoś innego niż ty. Ponadto zaklęcie wygasa, jeśli przeniesiesz się na odległość większą niż 300 m (200) od miejsca, w którym je rzuciłeś."
"Mały Sługa";"3";"1 Min.";"8 godz.";"Przemiany";"False";"Dotyk";"W, S";"";"Artificer, Wizard";"Rogue (Arcane Trickster), Bard (Lore), Fighter (Eldritch Knight)";"Dotykasz jednego Malutkiego, niemagicznego przedmiotu, który nie jest przymocowany do innego przedmiotu lub powierzchni i nie jest niesiony przez inną istotę. Cel animuje się i wypuszcza małe ręce i nogi, stając się stworzeniem pod twoją kontrolą do czasu zakończenia zaklęcia lub spadku do 0 punktów życia. Jako dodatkową akcję możesz mentalnie dowodzić stworzeniem, jeśli znajduje się ono w promieniu 36 m (24) od ciebie. (Jeśli kontrolujesz wiele stworzeń za pomocą tego zaklęcia, możesz dowodzić dowolnym lub wszystkimi z nich w tym samym czasie, wydając to samo polecenie każdemu z nich). Ty decydujesz, jakie działania podejmie stworzenie i gdzie się przemieści podczas swojej następnej tury lub możesz wydać proste, ogólne polecenie, takie jak przyniesienie klucza, stanie na straży lub ułożenie kilku książek. Jeśli nie wydasz żadnych poleceń, sługa nie zrobi nic poza obroną przed wrogimi stworzeniami. Po wydaniu rozkazu, sługa wykonuje go aż do zakończenia swojego zadania. Gdy liczba punktów życia istoty spadnie do 0, powraca ona do swojej pierwotnej postaci, a wszelkie pozostałe obrażenia przenoszą się na nią.

Na wyższych poziomach: Na wyższych poziomach. Kiedy rzucasz to zaklęcie używając slotu zaklęć 4. poziomu lub wyższego, możesz ożywić dwa dodatkowe obiekty za każdy slot powyżej 3. poziomu."
"Niech zabije dzwon";"0";"Akcja";"Natychmiastowy";"Nekromancji";"False";"18m (12)";"W, S";"Cleric, Warlock, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Sorcerer (Divine Soul), Fighter (Eldritch Knight)";"Wskazujesz jedną widoczną istotę w zasięgu, a pojedynczy dźwięk dzwonu jest słyszalny w promieniu 3 m (2) od celu. Cel musi wykonać rzut obronny na Mądrość lub otrzymać 1d8 obrażeń nekrotycznych. Jeśli celowi brakuje jakichkolwiek punktów wytrzymałości, otrzymuje on 1d12 obrażeń nekrotycznych.

Na wyższych poziomach: Ulepszenie zaklęcia. Obrażenia wzrastają o jedną kość po osiągnięciu poziomów 5 (2d8 lub 2d12), 11 (3d8 lub 3d12) i 17 (4d8 lub 4d12)."
"Języki";"3";"Akcja";"1 godz.";"Wieszczenia";"False";"Dotyk";"W, M (miniaturowy ziggurat)";"Bard, Cleric, Sorcerer, Warlock, Wizard";"";"Rogue (Arcane Trickster), Bard (Lore), Sorcerer (Divine Soul), Wizard (Diviner), Fighter (Eldritch Knight)";"Zaklęcie to zapewnia dotkniętej istocie zdolność rozumienia dowolnego języka mówionego lub migowego, który słyszy lub widzi. Co więcej, gdy cel komunikuje się za pomocą mowy lub podpisu, każda istota znająca co najmniej jeden język może go zrozumieć, jeśli słyszy mowę lub widzi podpis."
